gene_id	symbol	description	biotype	locus	has_ortholog	human_gene_name
ENSCAFG00000000811	SFT2D1	SFT2 domain containing 1 [Source:VGNC Symbol;Acc:VGNC:46085]	protein_coding	1:54336005-54354137	1	SFT2D1
ENSCAFG00000029352	TMEM170B	transmembrane protein 170B [Source:VGNC Symbol;Acc:VGNC:54375]	protein_coding	35:11150152-11176659	1	TMEM170B
ENSCAFG00000018145		DExD-box helicase 52 [Source:NCBI gene;Acc:610374]	protein_coding	9:37368907-37390460	0	<none>
ENSCAFG00000017733	POLR3E	RNA polymerase III subunit E [Source:VGNC Symbol;Acc:VGNC:54059]	protein_coding	6:23329228-23358486	1	POLR3E
ENSCAFG00000010863	BRD9	bromodomain containing 9 [Source:VGNC Symbol;Acc:VGNC:49822]	protein_coding	34:11540481-11564536	1	BRD9
ENSCAFG00000013684	PIKFYVE	phosphoinositide kinase, FYVE-type zinc finger containing [Source:VGNC Symbol;Acc:VGNC:44564]	protein_coding	37:16541562-16619554	1	PIKFYVE
ENSCAFG00000000761	ATF6B	activating transcription factor 6 beta [Source:VGNC Symbol;Acc:VGNC:52104]	protein_coding	12:1515503-1525110	1	ATF6B
ENSCAFG00000008475	MRPL39	mitochondrial ribosomal protein L39 [Source:VGNC Symbol;Acc:VGNC:43396]	protein_coding	31:21084428-21110946	1	MRPL39
ENSCAFG00000016685	FXR2	FMR1 autosomal homolog 2 [Source:VGNC Symbol;Acc:VGNC:53386]	protein_coding	5:32511338-32525683	1	FXR2
ENSCAFG00000016955	KAT7	lysine acetyltransferase 7 [Source:VGNC Symbol;Acc:VGNC:42214]	protein_coding	9:25842054-25873674	1	KAT7
ENSCAFG00000017078	NDEL1	nudE neurodevelopment protein 1 like 1 [Source:VGNC Symbol;Acc:VGNC:43672]	protein_coding	5:33204452-33266052	1	NDEL1
ENSCAFG00000002511	TWISTNB	TWIST neighbor [Source:NCBI gene;Acc:610923]	protein_coding	14:33845995-33865720	1	TWISTNB
ENSCAFG00000006809	NCOA4	nuclear receptor coactivator 4 [Source:VGNC Symbol;Acc:VGNC:43661]	protein_coding	28:1802678-1825020	1	NCOA4
ENSCAFG00000019138	MAP2K2	mitogen-activated protein kinase kinase 2 [Source:NCBI gene;Acc:611939]	protein_coding	20:55465212-55487641	1	MAP2K2
ENSCAFG00000003375	CPSF3	cleavage and polyadenylation specific factor 3 [Source:VGNC Symbol;Acc:VGNC:39575]	protein_coding	17:6537465-6575825	1	CPSF3
ENSCAFG00000005398	PSMC4	proteasome 26S subunit, ATPase 4 [Source:VGNC Symbol;Acc:VGNC:45104]	protein_coding	1:113548373-113557630	1	PSMC4
ENSCAFG00000003329	C10H2orf42	chromosome 10 C2orf42 homolog [Source:VGNC Symbol;Acc:VGNC:52482]	protein_coding	10:68733875-68751353	1	C2orf42
ENSCAFG00000005336	EBNA1BP2	EBNA1 binding protein 2 [Source:VGNC Symbol;Acc:VGNC:40178]	protein_coding	15:16977850-16985927	1	EBNA1BP2
ENSCAFG00000005697	CHMP6	charged multivesicular body protein 6 [Source:VGNC Symbol;Acc:VGNC:51941]	protein_coding	9:998653-1002538	1	CHMP6
ENSCAFG00000008083	TASOR	transcription activation suppressor [Source:VGNC Symbol;Acc:VGNC:40652]	protein_coding	20:33646000-33712936	1	TASOR
ENSCAFG00000011921	ASB11	ankyrin repeat and SOCS box containing 11 [Source:VGNC Symbol;Acc:VGNC:38156]	protein_coding	X:11542466-11582983	1	ASB11
ENSCAFG00000023758	CCDC59	coiled-coil domain containing 59 [Source:VGNC Symbol;Acc:VGNC:38844]	protein_coding	15:24364779-24373419	1	CCDC59
ENSCAFG00000007767	CTNND1	catenin delta 1 [Source:NCBI gene;Acc:483489]	protein_coding	18:38417701-38462216	1	CTNND1
ENSCAFG00000005492	CMC1	C-X9-C motif containing 1 [Source:VGNC Symbol;Acc:VGNC:39377]	protein_coding	23:15913487-16034782	1	CMC1
ENSCAFG00000019634	FUNDC2	FUN14 domain containing 2 [Source:VGNC Symbol;Acc:VGNC:41008]	protein_coding	X:123045954-123064580	1	FUNDC2
ENSCAFG00000004211	MED17	mediator complex subunit 17 [Source:VGNC Symbol;Acc:VGNC:52266]	protein_coding	21:6967481-6990547	1	MED17
ENSCAFG00000005708	DPY30	dpy-30 histone methyltransferase complex regulatory subunit [Source:VGNC Symbol;Acc:VGNC:49106]	protein_coding	17:25368142-25378356	1	DPY30
ENSCAFG00000016439	ANAPC4	anaphase promoting complex subunit 4 [Source:VGNC Symbol;Acc:VGNC:37850]	protein_coding	3:84878693-84914882	1	ANAPC4
ENSCAFG00000018802	RAD1	RAD1 checkpoint DNA exonuclease [Source:VGNC Symbol;Acc:VGNC:45310]	protein_coding	4:73385566-73452033	1	RAD1
ENSCAFG00000009845	TTF2	transcription termination factor 2 [Source:VGNC Symbol;Acc:VGNC:47968]	protein_coding	17:54446108-54485297	0	<none>
ENSCAFG00000016756	IGBP1	immunoglobulin binding protein 1 [Source:VGNC Symbol;Acc:VGNC:54166]	protein_coding	X:54547446-54613171	1	IGBP1
ENSCAFG00000018240	SLC26A2	solute carrier family 26 member 2 [Source:VGNC Symbol;Acc:VGNC:46322]	protein_coding	4:59074008-59078892	1	SLC26A2
ENSCAFG00000019717	BSG	basigin [Source:VGNC Symbol;Acc:VGNC:54577]	protein_coding	20:57943276-57951061	1	BSG
ENSCAFG00000001895	PTAR1	protein prenyltransferase alpha subunit repeat containing 1 [Source:VGNC Symbol;Acc:VGNC:45130]	protein_coding	1:87706760-87752012	1	PTAR1
ENSCAFG00000010762	SMC3	structural maintenance of chromosomes 3 [Source:VGNC Symbol;Acc:VGNC:46544]	protein_coding	28:21889662-21928034	1	SMC3
ENSCAFG00000010835	RRP15	ribosomal RNA processing 15 homolog [Source:VGNC Symbol;Acc:VGNC:45765]	protein_coding	38:13377571-13421810	1	RRP15
ENSCAFG00000013830	CAPN1	calpain 1 [Source:VGNC Symbol;Acc:VGNC:38698]	protein_coding	18:51983824-52010757	1	CAPN1
ENSCAFG00000016972	MED12	mediator complex subunit 12 [Source:VGNC Symbol;Acc:VGNC:43120]	protein_coding	X:55482013-55509992	1	MED12
ENSCAFG00000019583	GNPTG	N-acetylglucosamine-1-phosphate transferase subunit gamma [Source:VGNC Symbol;Acc:VGNC:41335]	protein_coding	6:39405809-39419392	1	GNPTG
ENSCAFG00000014569	PDCD10	programmed cell death 10 [Source:VGNC Symbol;Acc:VGNC:53465]	protein_coding	34:32512112-32553445	1	PDCD10
ENSCAFG00000008812	TTI1	TELO2 interacting protein 1 [Source:VGNC Symbol;Acc:VGNC:47969]	protein_coding	24:26506498-26535725	1	TTI1
ENSCAFG00000011503	GAR1	GAR1 ribonucleoprotein [Source:VGNC Symbol;Acc:VGNC:57406]	protein_coding	32:29996148-30004536	1	GAR1
ENSCAFG00000014818	PPP3CB	protein phosphatase 3 catalytic subunit beta [Source:VGNC Symbol;Acc:VGNC:44919]	protein_coding	4:23977317-24028153	1	PPP3CB
ENSCAFG00000008452	CELF1	CUGBP Elav-like family member 1 [Source:VGNC Symbol;Acc:VGNC:39093]	protein_coding	18:42105324-42179161	1	CELF1
ENSCAFG00000005720	CLPB	ClpB homolog, mitochondrial AAA ATPase chaperonin [Source:VGNC Symbol;Acc:VGNC:39355]	protein_coding	21:25710723-25852857	1	CLPB
ENSCAFG00000005469	SUPT5H	SPT5 homolog, DSIF elongation factor subunit [Source:VGNC Symbol;Acc:VGNC:46992]	protein_coding	1:113759423-113788447	1	SUPT5H
ENSCAFG00000012960	SEPTIN2	septin 2 [Source:VGNC Symbol;Acc:VGNC:46014]	protein_coding	25:51296554-51328616	0	<none>
ENSCAFG00000004123	RUVBL1	RuvB like AAA ATPase 1 [Source:VGNC Symbol;Acc:VGNC:45811]	protein_coding	20:2095786-2137579	1	RUVBL1
ENSCAFG00000010357	MPHOSPH10	M-phase phosphoprotein 10 [Source:VGNC Symbol;Acc:VGNC:43335]	protein_coding	3:38060743-38080242	1	MPHOSPH10
ENSCAFG00000006124	ALG5	ALG5 dolichyl-phosphate beta-glucosyltransferase [Source:VGNC Symbol;Acc:VGNC:37799]	protein_coding	25:3706423-3753947	1	ALG5
ENSCAFG00000011134		defender against cell death 1 [Source:NCBI gene;Acc:480238]	protein_coding	8:2963719-2984921	0	<none>
ENSCAFG00000013419		golgi SNAP receptor complex member 2 [Source:NCBI gene;Acc:610436]	protein_coding	9:10201948-10217790	1	GOSR2
ENSCAFG00000041420	PPP1CA	protein phosphatase 1 catalytic subunit alpha [Source:NCBI gene;Acc:403609]	protein_coding	18:50062352-50065166	1	PPP1CA
ENSCAFG00000003826	ZXDC	ZXD family zinc finger C [Source:VGNC Symbol;Acc:VGNC:48867]	protein_coding	20:621331-651488	1	ZXDC
ENSCAFG00000006029	CAPN7	calpain 7 [Source:VGNC Symbol;Acc:VGNC:38707]	protein_coding	23:27336843-27378606	1	CAPN7
ENSCAFG00000019833	PSMA5	proteasome subunit alpha 5 [Source:VGNC Symbol;Acc:VGNC:54060]	protein_coding	6:42425624-42449925	1	PSMA5
ENSCAFG00000006874	TARBP2	TARBP2 subunit of RISC loading complex [Source:VGNC Symbol;Acc:VGNC:47108]	protein_coding	27:1715158-1726885	1	TARBP2
ENSCAFG00000001799	MTERF2	mitochondrial transcription termination factor 2 [Source:VGNC Symbol;Acc:VGNC:43464]	protein_coding	10:31792917-31794074	1	MTERF2
ENSCAFG00000018337	ZNF830	zinc finger protein 830 [Source:VGNC Symbol;Acc:VGNC:48828]	protein_coding	9:38382900-38384015	1	ZNF830
ENSCAFG00000023471	RPS27A	ribosomal protein S27a [Source:VGNC Symbol;Acc:VGNC:54540]	protein_coding	10:56132894-56135327	0	<none>
ENSCAFG00000019416	PANK4	pantothenate kinase 4 [Source:VGNC Symbol;Acc:VGNC:44253]	protein_coding	5:57370946-57386089	1	PANK4
ENSCAFG00000005147	SRSF2	serine and arginine rich splicing factor 2 [Source:VGNC Symbol;Acc:VGNC:55824]	protein_coding	9:4028482-4030793	1	SRSF2
ENSCAFG00000000166	ELAC1	elaC ribonuclease Z 1 [Source:VGNC Symbol;Acc:VGNC:56917]	protein_coding	1:23960723-23969405	1	ELAC1
ENSCAFG00000000348	CANX	calnexin [Source:VGNC Symbol;Acc:VGNC:38695]	protein_coding	11:1927888-1998604	1	CANX
ENSCAFG00000001310	PPARD	peroxisome proliferator activated receptor delta [Source:VGNC Symbol;Acc:VGNC:44835]	protein_coding	12:4492672-4579340	1	PPARD
ENSCAFG00000016089	PARP1	poly(ADP-ribose) polymerase 1 [Source:VGNC Symbol;Acc:VGNC:53874]	protein_coding	7:38503067-38542127	1	PARP1
ENSCAFG00000019882	TSC1	TSC complex subunit 1 [Source:VGNC Symbol;Acc:VGNC:47890]	protein_coding	9:51425937-51454677	1	TSC1
ENSCAFG00000029817	ZBTB5	zinc finger and BTB domain containing 5 [Source:VGNC Symbol;Acc:VGNC:48542]	protein_coding	11:53762839-53774921	1	ZBTB5
ENSCAFG00000008175	MRPL19	mitochondrial ribosomal protein L19 [Source:VGNC Symbol;Acc:VGNC:43383]	protein_coding	17:47690228-47696978	1	MRPL19
ENSCAFG00000007479		charged multivesicular body protein 3 [Source:NCBI gene;Acc:475762]	protein_coding	17:38600736-38658001	1	CHMP3
ENSCAFG00000017058	RARS1	arginyl-tRNA synthetase 1 [Source:VGNC Symbol;Acc:VGNC:45357]	protein_coding	4:43237499-43260677	1	RARS1
ENSCAFG00000017647	CLTC	clathrin heavy chain [Source:VGNC Symbol;Acc:VGNC:39367]	protein_coding	9:34116634-34182719	1	CLTC
ENSCAFG00000019556	RABL6	RAB, member RAS oncogene family like 6 [Source:VGNC Symbol;Acc:VGNC:45307]	protein_coding	9:48594845-48770844	1	RABL6
ENSCAFG00000016125	WIPF2	WAS/WASL interacting protein family member 2 [Source:VGNC Symbol;Acc:VGNC:48411]	protein_coding	9:22325183-22364545	1	WIPF2
ENSCAFG00000000554		RAB, member of RAS oncogene family like 2B [Source:NCBI gene;Acc:100685429]	protein_coding	10:16558743-16570327	0	<none>
ENSCAFG00000017537	CHTOP	chromatin target of PRMT1 [Source:VGNC Symbol;Acc:VGNC:53336]	protein_coding	7:43419707-43427856	1	CHTOP
ENSCAFG00000030168		COP9 signalosome subunit 8 [Source:NCBI gene;Acc:477417]	protein_coding	25:47783247-47796012	0	<none>
ENSCAFG00000000293	TSFM	Ts translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12367]	protein_coding	10:1835120-1854937	1	TSFM
ENSCAFG00000028827	UBE2V2	ubiquitin conjugating enzyme E2 V2 [Source:VGNC Symbol;Acc:VGNC:49665]	protein_coding	29:307525-357962	1	UBE2V2
ENSCAFG00000010037	BRWD1	bromodomain and WD repeat domain containing 1 [Source:VGNC Symbol;Acc:VGNC:38536]	protein_coding	31:34122463-34240639	1	BRWD1
ENSCAFG00000010436	ACOT13	acyl-CoA thioesterase 13 [Source:VGNC Symbol;Acc:VGNC:37518]	protein_coding	35:22707287-22722856	1	ACOT13
ENSCAFG00000017229	ALKBH1	alkB homolog 1, histone H2A dioxygenase [Source:VGNC Symbol;Acc:VGNC:50620]	protein_coding	8:50445748-50471135	1	ALKBH1
ENSCAFG00000018069	CCP110	centriolar coiled-coil protein 110 [Source:VGNC Symbol;Acc:VGNC:38909]	protein_coding	6:25594813-25738776	1	VPS35L
ENSCAFG00000006025	TRIM21	tripartite motif containing 21 [Source:VGNC Symbol;Acc:VGNC:47808]	protein_coding	21:26775672-26783725	1	TRIM21
ENSCAFG00000016311	HUWE1	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:VGNC Symbol;Acc:VGNC:41841]	protein_coding	X:45234322-45410043	1	HUWE1
ENSCAFG00000000136	ATP5F1B	ATP synthase F1 subunit beta [Source:NCBI gene;Acc:403669]	protein_coding	10:870392-909161	1	ATP5F1B
ENSCAFG00000013445	LSG1	large 60S subunit nuclear export GTPase 1 [Source:VGNC Symbol;Acc:VGNC:42837]	protein_coding	33:31087349-31117095	1	LSG1
ENSCAFG00000001094	SMAD5	SMAD family member 5 [Source:VGNC Symbol;Acc:VGNC:46522]	protein_coding	11:24028126-24078169	1	SMAD5
ENSCAFG00000017041	SNX1	sorting nexin 1 [Source:VGNC Symbol;Acc:VGNC:46619]	protein_coding	30:28597989-28642535	1	SNX1
ENSCAFG00000003560	CDK5RAP2	CDK5 regulatory subunit associated protein 2 [Source:VGNC Symbol;Acc:VGNC:39058]	protein_coding	11:73548038-73690199	1	CDK5RAP2
ENSCAFG00000009662	MGA	MAX dimerization protein MGA [Source:VGNC Symbol;Acc:VGNC:43210]	protein_coding	30:8711091-8802324	1	MGA
ENSCAFG00000002989	KIAA1841	KIAA1841 [Source:VGNC Symbol;Acc:VGNC:42375]	protein_coding	10:61123655-61193241	1	KIAA1841
ENSCAFG00000016547	UIMC1	ubiquitin interaction motif containing 1 [Source:VGNC Symbol;Acc:VGNC:48127]	protein_coding	4:36354922-36466880	1	UIMC1
ENSCAFG00000008331	THAP6	THAP domain containing 6 [Source:VGNC Symbol;Acc:VGNC:47330]	protein_coding	32:94162-114744	1	THAP6
ENSCAFG00000013094	SENP5	SUMO specific peptidase 5 [Source:VGNC Symbol;Acc:VGNC:46007]	protein_coding	33:29878163-29934111	1	SENP5
ENSCAFG00000010183	DCAF1	DDB1 and CUL4 associated factor 1 [Source:VGNC Symbol;Acc:VGNC:39788]	protein_coding	20:38125078-38187107	1	DCAF1
ENSCAFG00000002544	PPIH	peptidylprolyl isomerase H [Source:VGNC Symbol;Acc:VGNC:44854]	protein_coding	15:671324-689544	1	PPIH
ENSCAFG00000004241	ASXL2	ASXL transcriptional regulator 2 [Source:VGNC Symbol;Acc:VGNC:38197]	protein_coding	17:19895568-20044691	1	ASXL2
ENSCAFG00000007588	NCOA6	nuclear receptor coactivator 6 [Source:VGNC Symbol;Acc:VGNC:43663]	protein_coding	24:23802351-23866792	1	NCOA6
ENSCAFG00000015268	TBX19	T-box transcription factor 19 [Source:VGNC Symbol;Acc:VGNC:47170]	protein_coding	7:30185850-30365512	1	TIPRL
ENSCAFG00000007103	ANAPC1	anaphase promoting complex subunit 1 [Source:VGNC Symbol;Acc:VGNC:37844]	protein_coding	17:36198631-36312442	1	ANAPC1
ENSCAFG00000018920	CLEC16A	C-type lectin domain containing 16A [Source:VGNC Symbol;Acc:VGNC:39328]	protein_coding	6:31562834-31757678	1	CLEC16A
ENSCAFG00000018475	TEFM	transcription elongation factor, mitochondrial [Source:VGNC Symbol;Acc:VGNC:47240]	protein_coding	9:40860938-40868020	1	TEFM
ENSCAFG00000008300	ZNF395	zinc finger protein 395 [Source:VGNC Symbol;Acc:VGNC:48717]	protein_coding	25:29204069-29219091	1	ZNF395
ENSCAFG00000015991	LIAS	lipoic acid synthetase [Source:VGNC Symbol;Acc:VGNC:42670]	protein_coding	3:72949512-72989487	1	LIAS
ENSCAFG00000017054	ERG28	ergosterol biosynthesis 28 homolog [Source:VGNC Symbol;Acc:VGNC:40449]	protein_coding	8:48643200-48651306	1	ERG28
ENSCAFG00000005713	SPAST	spastin [Source:VGNC Symbol;Acc:VGNC:46703]	protein_coding	17:25393422-25446539	1	SPAST
ENSCAFG00000013708	KANSL1	KAT8 regulatory NSL complex subunit 1 [Source:VGNC Symbol;Acc:VGNC:55614]	protein_coding	9:9381737-9565976	1	KANSL1
ENSCAFG00000015339	FTSJ1	FtsJ RNA 2'-O-methyltransferase 1 [Source:VGNC Symbol;Acc:VGNC:49604]	protein_coding	X:41725130-41734378	1	FTSJ1
ENSCAFG00000013068	ATF6	activating transcription factor 6 [Source:VGNC Symbol;Acc:VGNC:38212]	protein_coding	38:20709038-20903814	1	ATF6
ENSCAFG00000031761	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4 [Source:VGNC Symbol;Acc:VGNC:43694]	protein_coding	12:55313148-55320381	1	NDUFAF4
ENSCAFG00000018817	AFG3L2	AFG3 like matrix AAA peptidase subunit 2 [Source:VGNC Symbol;Acc:VGNC:37690]	protein_coding	7:77737808-77787472	1	AFG3L2
ENSCAFG00000016885	COQ6	coenzyme Q6, monooxygenase [Source:VGNC Symbol;Acc:VGNC:39521]	protein_coding	8:47177358-47190141	1	COQ6
ENSCAFG00000006755	POLR1D	RNA polymerase I and III subunit D [Source:VGNC Symbol;Acc:VGNC:59102]	protein_coding	25:11954033-11999797	1	POLR1D
ENSCAFG00000003557	KIAA0319L	KIAA0319 like [Source:VGNC Symbol;Acc:VGNC:42344]	protein_coding	15:6583488-6675579	1	KIAA0319L
ENSCAFG00000000133	WDR7	WD repeat domain 7 [Source:VGNC Symbol;Acc:VGNC:48383]	protein_coding	1:18808729-19140820	1	WDR7
ENSCAFG00000012509	TAF4	TATA-box binding protein associated factor 4 [Source:VGNC Symbol;Acc:VGNC:54737]	protein_coding	24:46077578-46143828	1	TAF4
ENSCAFG00000001377	GTPBP1	GTP binding protein 1 [Source:VGNC Symbol;Acc:VGNC:41557]	protein_coding	10:26075169-26100511	1	GTPBP1
ENSCAFG00000016110	CTDNEP1	CTD nuclear envelope phosphatase 1 [Source:VGNC Symbol;Acc:VGNC:39691]	protein_coding	5:32211343-32216698	1	CTDNEP1
ENSCAFG00000019264	CCNL2	cyclin L2 [Source:VGNC Symbol;Acc:VGNC:38905]	protein_coding	5:56542566-56550691	1	CCNL2
ENSCAFG00000016442	RDH11	retinol dehydrogenase 11 [Source:VGNC Symbol;Acc:VGNC:56063]	protein_coding	8:41614921-41669576	1	RDH11
ENSCAFG00000006730	TTC17	tetratricopeptide repeat domain 17 [Source:VGNC Symbol;Acc:VGNC:47940]	protein_coding	18:26201938-26318230	1	TTC17
ENSCAFG00000010256	NAP1L4	nucleosome assembly protein 1 like 4 [Source:VGNC Symbol;Acc:VGNC:43617]	protein_coding	18:46911278-46945525	1	NAP1L4
ENSCAFG00000031629	NPS	neuropeptide S [Source:VGNC Symbol;Acc:VGNC:53003]	protein_coding	28:36488500-36492090	1	NPS
ENSCAFG00000031617		olfactory receptor 2G3-like [Source:NCBI gene;Acc:100684478]	protein_coding	18:39326662-39327594	0	<none>
ENSCAFG00000008025			protein_coding	18:39356970-39358858	0	<none>
ENSCAFG00000048150			pseudogene	17:61218250-61227059	0	<none>
ENSCAFG00000008020	OR5AP2	olfactory receptor 5AP2 [Source:NCBI gene;Acc:100683182]	protein_coding	18:39349885-39350835	1	OR5AP2
ENSCAFG00000048939			lncRNA	28:19648524-19697736	0	<none>
ENSCAFG00000007025	KRTDAP	keratinocyte differentiation associated protein [Source:VGNC Symbol;Acc:VGNC:42546]	protein_coding	1:117167456-117170645	1	KRTDAP
ENSCAFG00000014414	MARCHF4	membrane associated ring-CH-type finger 4 [Source:VGNC Symbol;Acc:VGNC:43017]	protein_coding	37:23220458-23330077	1	MARCHF4
ENSCAFG00000023728		involucrin [Source:NCBI gene;Acc:102152041]	protein_coding	17:61715810-61716667	1	IVL
ENSCAFG00000011163	ARSF	arylsulfatase F [Source:VGNC Symbol;Acc:VGNC:53704]	protein_coding	X:1604205-1636320	1	ARSF
ENSCAFG00000007272	IL36RN	interleukin 36 receptor antagonist [Source:VGNC Symbol;Acc:VGNC:41985]	protein_coding	17:37184801-37189018	1	IL36RN
ENSCAFG00000017661	SERPINA12	serpin family A member 12 [Source:VGNC Symbol;Acc:VGNC:51682]	protein_coding	8:63497849-63512171	1	SERPINA12
ENSCAFG00000041779		inactive serine/threonine-protein kinase TEX14-like [Source:NCBI gene;Acc:102155487]	protein_coding	1:116847303-116849529	0	<none>
ENSCAFG00000030778	C17H1orf68	chromosome 17 C1orf68 homolog [Source:VGNC Symbol;Acc:VGNC:49220]	protein_coding	17:61541477-61543761	1	C1orf68
ENSCAFG00000046345	KPRP	keratinocyte proline rich protein [Source:NCBI gene;Acc:100686380]	protein_coding	17:61573127-61574902	1	KPRP
ENSCAFG00000008307	PNOC	prepronociceptin [Source:VGNC Symbol;Acc:VGNC:44750]	protein_coding	25:29224092-29245851	1	PNOC
ENSCAFG00000029430	CCKAR	cholecystokinin A receptor [Source:VGNC Symbol;Acc:VGNC:38879]	protein_coding	3:84010205-84021293	1	CCKAR
ENSCAFG00000044923			lncRNA	31:6401892-6467537	0	<none>
ENSCAFG00000013402	EVX2	even-skipped homeobox 2 [Source:VGNC Symbol;Acc:VGNC:40507]	protein_coding	36:19887524-19891247	1	EVX2
ENSCAFG00000036537			lncRNA	14:34840490-34952158	0	<none>
ENSCAFG00000046706			lncRNA	16:50269375-50275929	0	<none>
ENSCAFG00000049032			lncRNA	8:15088623-15090160	0	<none>
ENSCAFG00000038816			lncRNA	14:52206753-52252491	0	<none>
ENSCAFG00000005173	NKX2-2	NK2 homeobox 2 [Source:VGNC Symbol;Acc:VGNC:43833]	protein_coding	24:1925013-1935874	1	NKX2-2
ENSCAFG00000000205	TCF21	transcription factor 21 [Source:VGNC Symbol;Acc:VGNC:47193]	protein_coding	1:26856587-26859647	1	TCF21
ENSCAFG00000012538	PLCZ1	phospholipase C zeta 1 [Source:VGNC Symbol;Acc:VGNC:44659]	protein_coding	27:28362999-28419270	1	PLCZ1
ENSCAFG00000000825	SLC30A8	solute carrier family 30 member 8 [Source:VGNC Symbol;Acc:VGNC:46353]	protein_coding	13:16601912-16635880	1	SLC30A8
ENSCAFG00000008149	LRRTM4	leucine rich repeat transmembrane neuronal 4 [Source:VGNC Symbol;Acc:VGNC:42832]	protein_coding	17:46090978-46796020	1	LRRTM4
ENSCAFG00000007418	RNF17	ring finger protein 17 [Source:VGNC Symbol;Acc:VGNC:45645]	protein_coding	25:18613995-18728147	1	RNF17
ENSCAFG00000008768	GRIK1	glutamate ionotropic receptor kainate type subunit 1 [Source:VGNC Symbol;Acc:VGNC:41486]	protein_coding	31:24478696-24839434	1	GRIK1
ENSCAFG00000032105		EKC/KEOPS complex subunit LAGE3-like [Source:NCBI gene;Acc:100683646]	protein_coding	X:122566526-122568618	0	<none>
ENSCAFG00000018064	DSG1	desmoglein 1 [Source:VGNC Symbol;Acc:VGNC:40105]	protein_coding	7:58102113-58193708	1	DSG4
ENSCAFG00000013891	SST	somatostatin [Source:VGNC Symbol;Acc:VGNC:46842]	protein_coding	34:20063090-20064557	1	SST
ENSCAFG00000046737		hornerin [Source:NCBI gene;Acc:102157231]	protein_coding	17:61191963-61199131	1	HRNR
ENSCAFG00000008386	STMN2	stathmin 2 [Source:VGNC Symbol;Acc:VGNC:46926]	protein_coding	29:27055900-27104501	1	STMN2
ENSCAFG00000003538	SIM1	SIM bHLH transcription factor 1 [Source:VGNC Symbol;Acc:VGNC:46174]	protein_coding	12:58485823-58553192	1	SIM1
ENSCAFG00000005235	CALML5	calmodulin like 5 [Source:VGNC Symbol;Acc:VGNC:38672]	protein_coding	2:30429338-30431948	1	CALML5
ENSCAFG00000012964	MPZ	myelin protein zero [Source:VGNC Symbol;Acc:VGNC:43353]	protein_coding	38:21205107-21210451	1	MPZ
ENSCAFG00000011211	ECEL1	endothelin converting enzyme like 1 [Source:VGNC Symbol;Acc:VGNC:40183]	protein_coding	25:44120196-44128046	1	ECEL1
ENSCAFG00000030938		filaggrin-2 [Source:NCBI gene;Acc:483211]	protein_coding	17:61312140-61323858	1	FLG2
ENSCAFG00000017350	ELAVL3	ELAV like RNA binding protein 3 [Source:VGNC Symbol;Acc:VGNC:40297]	protein_coding	20:49886786-49901523	1	ELAVL3
ENSCAFG00000028626	SLPI	secretory leukocyte peptidase inhibitor [Source:VGNC Symbol;Acc:VGNC:49651]	protein_coding	24:32566026-32568420	1	SLPI
ENSCAFG00000028919	KRT222	keratin 222 [Source:NCBI gene;Acc:100687121]	protein_coding	9:22000847-22009985	1	KRT222
ENSCAFG00000001710	CHRNA3	cholinergic receptor nicotinic alpha 3 subunit [Source:VGNC Symbol;Acc:VGNC:39238]	protein_coding	13:38328814-38346246	1	CHRNA3
ENSCAFG00000049495			lncRNA	7:23720571-23866760	0	<none>
ENSCAFG00000041673			lncRNA	20:27880642-27984531	0	<none>
ENSCAFG00000046489			lncRNA	3:42624370-42631262	0	<none>
ENSCAFG00000014301	TNR	tenascin R [Source:VGNC Symbol;Acc:VGNC:47697]	protein_coding	7:24019095-24122530	1	TNR
ENSCAFG00000042625			protein_coding	1:94567857-94722777	0	<none>
ENSCAFG00000002155			protein_coding	1:94535698-94561061	0	<none>
ENSCAFG00000013973	GFAP	glial fibrillary acidic protein [Source:VGNC Symbol;Acc:VGNC:41180]	protein_coding	9:18569892-18579461	1	GFAP
ENSCAFG00000010502	HNF1A	HNF1 homeobox A [Source:VGNC Symbol;Acc:VGNC:41723]	protein_coding	26:16805690-16824790	1	HNF1A
ENSCAFG00000028680			lncRNA	34:10918647-10922531	0	<none>
ENSCAFG00000012436	CDH4	cadherin 4 [Source:VGNC Symbol;Acc:VGNC:49712]	protein_coding	24:45782133-46064028	1	CDH4
ENSCAFG00000013016		cornifin-A [Source:NCBI gene;Acc:100685649]	protein_coding	17:61795501-61795767	0	<none>
ENSCAFG00000041241			protein_coding	X:121145880-121220889	0	<none>
ENSCAFG00000047907			lncRNA	22:33646809-33686848	0	<none>
ENSCAFG00000000474	CDSN	corneodesmosin [Source:VGNC Symbol;Acc:VGNC:39082]	protein_coding	12:820467-823986	1	CDSN
ENSCAFG00000032604			protein_coding	X:117609639-117610670	0	<none>
ENSCAFG00000014090	LY6D	lymphocyte antigen 6 family member D [Source:VGNC Symbol;Acc:VGNC:42872]	protein_coding	JH373372.1:41891-62920	1	LY6D
ENSCAFG00000002589	COL9A1	collagen type IX alpha 1 chain [Source:VGNC Symbol;Acc:VGNC:49782]	protein_coding	12:32764496-32847574	1	COL9A1
