gene_id	symbol	description	biotype	locus	human_gene_id	human_gene_name
ENSFCAG00000022342	IQCM	IQ motif containing M [Source:NCBI gene;Acc:102899952]	protein_coding	B1:79836227-80220923	ENSG00000234828	IQCM
ENSFCAG00000022343			protein_coding	B4:117236052-117236543	<none>	<none>
ENSFCAG00000022366	OR4E1	olfactory receptor 4E1 [Source:NCBI gene;Acc:101100058]	protein_coding	B3:74613042-74613941	ENSG00000276240	OR4E1
ENSFCAG00000022368	TMPRSS11A	transmembrane serine protease 11A [Source:NCBI gene;Acc:101100049]	protein_coding	B1:152177006-152230353	ENSG00000187054	TMPRSS11A
ENSFCAG00000022376	CYLC2	cylicin 2 [Source:NCBI gene;Acc:101098750]	protein_coding	D4:66514020-66518231	ENSG00000155833	CYLC2
ENSFCAG00000022381	RF00001		rRNA	A2:153440777-153440887	<none>	<none>
ENSFCAG00000022391	RF00001		rRNA	C1:100305795-100305910	<none>	<none>
ENSFCAG00000022397	MIR152	microRNA 152 [Source:HGNC Symbol;Acc:HGNC:31538]	miRNA	E1:39249077-39249162	ENSG00000207947	MIR152
ENSFCAG00000022402		transmembrane epididymal protein 1-like [Source:NCBI gene;Acc:101092577]	protein_coding	F1:27899420-27900193	<none>	<none>
ENSFCAG00000022406			protein_coding	C2:138248055-138252530	<none>	<none>
ENSFCAG00000022407	MZB1	marginal zone B and B1 cell specific protein [Source:NCBI gene;Acc:101091341]	protein_coding	A1:117810018-117812993	ENSG00000170476	MZB1
ENSFCAG00000022410	MIR409	microRNA 409 [Source:HGNC Symbol;Acc:HGNC:32055]	miRNA	B3:145651033-145651111	ENSG00000199107	MIR409
ENSFCAG00000022412	RF00001		rRNA	A3:46452557-46452668	<none>	<none>
ENSFCAG00000022418	KCNJ16	potassium voltage-gated channel subfamily J member 16 [Source:NCBI gene;Acc:101090060]	protein_coding	E1:52888259-52889518	ENSG00000153822	KCNJ16
ENSFCAG00000022440	BPIFA3	BPI fold containing family A member 3 [Source:NCBI gene;Acc:101091526]	protein_coding	A3:26028651-26037000	ENSG00000131059	BPIFA3
ENSFCAG00000022447		olfactory receptor 52L1-like [Source:NCBI gene;Acc:105260972]	protein_coding	D1:62278137-62279186	<none>	<none>
ENSFCAG00000022459	RF00001		rRNA	X:11434818-11434943	<none>	<none>
ENSFCAG00000022460		sodium/glucose cotransporter 1-like [Source:NCBI gene;Acc:101091563]	protein_coding	D3:19977134-20030477	<none>	<none>
ENSFCAG00000022461		olfactory receptor 10Q1-like [Source:NCBI gene;Acc:101090464]	protein_coding	D1:105179968-105180927	<none>	<none>
ENSFCAG00000022462	RF00001		rRNA	B1:183774519-183774631	<none>	<none>
ENSFCAG00000022469	CPA3	carboxypeptidase A3 [Source:NCBI gene;Acc:101082429]	protein_coding	C2:117609049-117637828	ENSG00000163751	CPA3
ENSFCAG00000022472			protein_coding	B1:123957105-123957536	<none>	<none>
ENSFCAG00000022483	SERPINA12	serpin family A member 12 [Source:NCBI gene;Acc:101088938]	protein_coding	B3:139705475-139720025	ENSG00000165953	SERPINA12
ENSFCAG00000022486		platelet basic protein [Source:NCBI gene;Acc:101094344]	protein_coding	B1:148030535-148031377	ENSG00000163736	PPBP
ENSFCAG00000022498	NEUROG3	neurogenin 3 [Source:NCBI gene;Acc:101095046]	protein_coding	D2:32653340-32653987	ENSG00000122859	NEUROG3
ENSFCAG00000022504	ZSWIM2	zinc finger SWIM-type containing 2 [Source:NCBI gene;Acc:101086080]	protein_coding	C1:176728176-176760404	ENSG00000163012	ZSWIM2
ENSFCAG00000022515	RCVRN	recoverin [Source:NCBI gene;Acc:101084400]	protein_coding	E1:4327075-4334592	ENSG00000109047	RCVRN
ENSFCAG00000022517		gametogenetin-binding protein 1-like [Source:NCBI gene;Acc:101087741]	protein_coding	B2:35153247-35159090	<none>	<none>
ENSFCAG00000022520		putative claudin-24 [Source:NCBI gene;Acc:101087815]	protein_coding	X:7315456-7316115	<none>	<none>
ENSFCAG00000022525		olfactory receptor 1361-like [Source:NCBI gene;Acc:101097942]	protein_coding	A1:93539325-93540257	<none>	<none>
ENSFCAG00000022528			protein_coding	A1:151761654-151762157	<none>	<none>
ENSFCAG00000022538			protein_coding	C2:30408408-30409938	<none>	<none>
ENSFCAG00000022562		olfactory receptor 1S1-like [Source:NCBI gene;Acc:101089962]	pseudogene	D1:105137095-105138073	<none>	<none>
ENSFCAG00000022581	AADACL2	arylacetamide deacetylase-like 2 [Source:NCBI gene;Acc:101091891]	protein_coding	C2:114798519-114834440	ENSG00000197953	AADACL2
ENSFCAG00000022583			miRNA	X:96176475-96176559	<none>	<none>
ENSFCAG00000022584	RNASE12	ribonuclease A family member 12 (inactive) [Source:HGNC Symbol;Acc:HGNC:24211]	protein_coding	B3:73746132-73746569	ENSG00000258436	RNASE12
ENSFCAG00000022591		testisin [Source:NCBI gene;Acc:101100434]	protein_coding	E3:42306692-42310853	<none>	<none>
ENSFCAG00000022605	RF00001		rRNA	F1:24499003-24499121	<none>	<none>
ENSFCAG00000022610		oocyte-specific histone RNA stem-loop-binding protein 2-like [Source:NCBI gene;Acc:101087194]	protein_coding	A1:116924714-116929548	<none>	<none>
ENSFCAG00000022611	OR4K3	olfactory receptor 4K3 [Source:NCBI gene;Acc:101098543]	protein_coding	B3:73021009-73021956	ENSG00000176290	OR4K3
ENSFCAG00000022619	OR2A2	olfactory receptor 2A2-like [Source:NCBI gene;Acc:101080959]	protein_coding	A2:159563124-159564550	ENSG00000221989	OR2A2
ENSFCAG00000022630		olfactory receptor 5T1-like [Source:NCBI gene;Acc:101100332]	protein_coding	D1:103082789-103083781	<none>	<none>
ENSFCAG00000022644			miRNA	B2:27583496-27583593	<none>	<none>
ENSFCAG00000022649	CDSN	corneodesmosin [Source:HGNC Symbol;Acc:HGNC:1802]	protein_coding	B2:31857155-31858708	ENSG00000204539	CDSN
ENSFCAG00000022665	MIR301A	microRNA 301a [Source:HGNC Symbol;Acc:HGNC:31622]	miRNA	E1:29722133-29722216	ENSG00000207996	MIR301A
ENSFCAG00000022667			protein_coding	B3:147529530-147529730	ENSG00000177868	SVBP
ENSFCAG00000022668	FELCATV1R15	Felis catus vomeronasal 1 receptor felCatV1R15 (FELCATV1R15), mRNA. [Source:RefSeq mRNA;Acc:NM_001167487]	protein_coding	B2:3665715-3666623	<none>	<none>
ENSFCAG00000022670	FELCATV1R7	vomeronasal 1 receptor felCatV1R7 [Source:NCBI gene;Acc:100312222]	protein_coding	E2:6375189-6376151	<none>	<none>
ENSFCAG00000022681			protein_coding	B3:75579611-75589180	<none>	<none>
ENSFCAG00000022683	MACC1	MET transcriptional regulator MACC1 [Source:NCBI gene;Acc:101087465]	protein_coding	A2:114277181-114341257	ENSG00000183742	MACC1
ENSFCAG00000022685		olfactory receptor 11G2-like [Source:NCBI gene;Acc:101088169]	protein_coding	B3:73230289-73231269	<none>	<none>
ENSFCAG00000022688			protein_coding	C1:120542990-120548393	<none>	<none>
ENSFCAG00000022689	RF00001		rRNA	C2:66899784-66899903	<none>	<none>
ENSFCAG00000022704	RF00001		rRNA	A1:231611445-231611555	<none>	<none>
ENSFCAG00000022722		olfactory receptor 2A12-like [Source:NCBI gene;Acc:101087635]	protein_coding	A1:85387927-85388886	<none>	<none>
ENSFCAG00000022735	RF00001		rRNA	X:61012008-61012113	<none>	<none>
ENSFCAG00000022741	FREM3	FRAS1 related extracellular matrix 3 [Source:NCBI gene;Acc:101087833]	protein_coding	B1:85092792-85179368	ENSG00000183090	FREM3
ENSFCAG00000022750	MGAM2	probable maltase-glucoamylase 2 [Source:NCBI gene;Acc:101094837]	protein_coding	A2:158172361-158252558	ENSG00000257743	MGAM2
ENSFCAG00000022751			protein_coding	E2:6783124-6784017	<none>	<none>
ENSFCAG00000022769			miRNA	B2:124621247-124621341	<none>	<none>
ENSFCAG00000022774			pseudogene	B3:73905154-73905621	<none>	<none>
ENSFCAG00000022777	SSTR4	somatostatin receptor 4 [Source:NCBI gene;Acc:101086552]	protein_coding	A3:48110497-48111660	ENSG00000132671	SSTR4
ENSFCAG00000022782			protein_coding	X:102365466-102367055	<none>	<none>
ENSFCAG00000022786	KLF17	Kruppel like factor 17 [Source:NCBI gene;Acc:101085484]	protein_coding	C1:34878128-34888621	ENSG00000171872	KLF17
ENSFCAG00000022798			protein_coding	D4:82562382-82568188	<none>	<none>
ENSFCAG00000022809			protein_coding	C1:151655219-151659621	<none>	<none>
ENSFCAG00000022810			pseudogene	A1:119143534-119145993	<none>	<none>
ENSFCAG00000022825	IGHV6-1	immunoglobulin heavy variable 6-1 [Source:HGNC Symbol;Acc:HGNC:5662]	protein_coding	B3:149456534-149456960	ENSG00000211933	IGHV6-1
ENSFCAG00000022832	MIR105-1	microRNA 105-1 [Source:HGNC Symbol;Acc:HGNC:31492]	miRNA	X:127547141-127547221	ENSG00000207957	MIR105-1
ENSFCAG00000022837		olfactory receptor 13D1 [Source:NCBI gene;Acc:101101260]	protein_coding	D4:68163254-68164198	<none>	<none>
ENSFCAG00000022844		olfactory receptor 11G2 [Source:NCBI gene;Acc:101089699]	protein_coding	B3:73355677-73356612	<none>	<none>
ENSFCAG00000022850		olfactory receptor 13C7-like [Source:NCBI gene;Acc:101096518]	protein_coding	D4:59694334-59695290	<none>	<none>
ENSFCAG00000022861		putative olfactory receptor 5AK3 [Source:NCBI gene;Acc:101086420]	protein_coding	D1:104218423-104219364	<none>	<none>
ENSFCAG00000022868			protein_coding	C1:162711968-162712948	<none>	<none>
ENSFCAG00000022872	LRRC72	leucine rich repeat containing 72 [Source:NCBI gene;Acc:101092507]	protein_coding	A2:111058101-111100065	ENSG00000205858	LRRC72
ENSFCAG00000022874		olfactory receptor 10T2-like [Source:NCBI gene;Acc:101080258]	protein_coding	F1:68131186-68132130	<none>	<none>
ENSFCAG00000022883			protein_coding	B3:67000270-67000518	<none>	<none>
ENSFCAG00000022887	SLC24A5	solute carrier family 24 member 5 [Source:NCBI gene;Acc:101085380]	protein_coding	B3:57860924-57887218	ENSG00000188467	SLC24A5
ENSFCAG00000022895			protein_coding	F2:17810985-17814223	<none>	<none>
ENSFCAG00000022899		putative P2Y purinoceptor 10 [Source:NCBI gene;Acc:111558777]	protein_coding	X:66840009-66840908	<none>	<none>
ENSFCAG00000022907	OR2D2	olfactory receptor 2D2 [Source:NCBI gene;Acc:101101503]	protein_coding	D1:65812415-65813341	ENSG00000166368	OR2D2
ENSFCAG00000022910	RF00001		rRNA	B4:79289115-79289248	<none>	<none>
ENSFCAG00000022921			protein_coding	D1:39309273-39311345	<none>	<none>
ENSFCAG00000022941	IRF4	interferon regulatory factor 4 [Source:NCBI gene;Acc:101089438]	protein_coding	B2:28936593-28955096	ENSG00000137265	IRF4
ENSFCAG00000022958	SEPT14	septin 14 [Source:NCBI gene;Acc:101086276]	protein_coding	E3:16569293-16644769	ENSG00000154997	SEPT14
ENSFCAG00000022964		60S ribosomal protein L38 [Source:NCBI gene;Acc:101097506]	protein_coding	C1:138126303-138126515	<none>	<none>
ENSFCAG00000022978	OR13G1	olfactory receptor 13G1 [Source:NCBI gene;Acc:101091589]	protein_coding	A1:87087666-87088589	ENSG00000197437	OR13G1
ENSFCAG00000022990			pseudogene	B3:74039675-74040145	<none>	<none>
ENSFCAG00000022995	RF00001		rRNA	E1:23258688-23258797	<none>	<none>
ENSFCAG00000022997	LRRTM1	leucine rich repeat transmembrane neuronal 1 [Source:NCBI gene;Acc:101083165]	protein_coding	A3:98230921-98232489	ENSG00000162951	LRRTM1
ENSFCAG00000022999	SBK3	SH3 domain binding kinase family member 3 [Source:NCBI gene;Acc:101089309]	protein_coding	E2:3154464-3158552	ENSG00000231274	SBK3
ENSFCAG00000023016	RF00001		rRNA	C1:65435942-65436051	<none>	<none>
ENSFCAG00000023025		alcohol dehydrogenase 6-like [Source:NCBI gene;Acc:101100805]	protein_coding	B1:124731316-124744477	<none>	<none>
ENSFCAG00000023031	RF00001		rRNA	D3:72472582-72472697	<none>	<none>
ENSFCAG00000023038		olfactory receptor 4C6 [Source:NCBI gene;Acc:101100668]	protein_coding	D1:102493224-102494231	<none>	<none>
ENSFCAG00000023049	MIR454	microRNA 454 [Source:HGNC Symbol;Acc:HGNC:33137]	miRNA	E1:29735377-29735487	ENSG00000211514	MIR454
ENSFCAG00000023051		olfactory receptor 10J1-like [Source:NCBI gene;Acc:101100178]	protein_coding	F1:67550537-67551469	<none>	<none>
ENSFCAG00000023062			protein_coding	A1:166340712-166401622	<none>	<none>
ENSFCAG00000023072			protein_coding	E3:42060263-42061181	<none>	<none>
ENSFCAG00000023077		olfactory receptor 51G2-like [Source:NCBI gene;Acc:101088781]	protein_coding	D1:63331417-63332400	<none>	<none>
ENSFCAG00000023079	MEIKIN	meiotic kinetochore factor [Source:NCBI gene;Acc:102902595]	protein_coding	A1:110989008-111070117	ENSG00000239642	MEIKIN
ENSFCAG00000023082	MIR335	microRNA 335 [Source:HGNC Symbol;Acc:HGNC:31773]	miRNA	A2:148301850-148301941	ENSG00000199043	MIR335
ENSFCAG00000023088			protein_coding	B3:117651280-117655893	<none>	<none>
ENSFCAG00000023089		taste receptor type 2 member 46-like [Source:NCBI gene;Acc:101089527]	protein_coding	B4:47476955-47477881	<none>	<none>
ENSFCAG00000023093		olfactory receptor 56A3 [Source:NCBI gene;Acc:101088358]	protein_coding	D1:64766804-64767766	<none>	<none>
ENSFCAG00000023099			protein_coding	F1:68253646-68256018	<none>	<none>
ENSFCAG00000023108	OR13C8	olfactory receptor 13C8 [Source:NCBI gene;Acc:101100254]	protein_coding	D4:67898694-67899653	ENSG00000186943	OR13C8
ENSFCAG00000023113	SEC14L3	SEC14-like protein 3 [Source:NCBI gene;Acc:101092402]	protein_coding	D3:22492528-22509289	ENSG00000100012	SEC14L3
ENSFCAG00000023115		olfactory receptor 1038-like [Source:NCBI gene;Acc:101084226]	protein_coding	D1:103405252-103406208	<none>	<none>
ENSFCAG00000023117		CD209 molecule [Source:NCBI gene;Acc:100462978]	protein_coding	A2:6076142-6079252	ENSG00000104938	CLEC4M
ENSFCAG00000023121			protein_coding	D1:63785558-63786511	<none>	<none>
ENSFCAG00000023127	CCL24	C-C motif chemokine ligand 24 [Source:NCBI gene;Acc:101086275]	protein_coding	E3:9691595-9694105	ENSG00000106178	CCL24
ENSFCAG00000023130		olfactory receptor 5B3-like [Source:NCBI gene;Acc:101092710]	protein_coding	D1:105303195-105304154	ENSG00000172769	OR5B3
ENSFCAG00000023135			protein_coding	E3:7127497-7133074	<none>	<none>
ENSFCAG00000023144	SOX14	SRY-box 14 [Source:NCBI gene;Acc:101094445]	protein_coding	C2:127724185-127724907	ENSG00000168875	SOX14
ENSFCAG00000023147	C11orf42	chromosome D1 C11orf42 homolog [Source:NCBI gene;Acc:101089139]	protein_coding	D1:65014995-65019782	ENSG00000180878	C11orf42
ENSFCAG00000023157		profilin-1-like [Source:NCBI gene;Acc:101101369]	protein_coding	X:53941224-53941682	<none>	<none>
ENSFCAG00000023164	NOS1	nitric oxide synthase 1 [Source:NCBI gene;Acc:101100342]	protein_coding	D3:14131230-14314925	ENSG00000089250	NOS1
ENSFCAG00000023165	METTL11B	methyltransferase like 11B [Source:NCBI gene;Acc:101084764]	protein_coding	F1:14662139-14681117	ENSG00000203740	METTL11B
ENSFCAG00000023167		olfactory receptor 8S1-like [Source:NCBI gene;Acc:101080978]	protein_coding	B4:77614625-77615548	<none>	<none>
ENSFCAG00000023177		olfactory receptor 52N2 [Source:NCBI gene;Acc:101085313]	protein_coding	D1:64491363-64492328	<none>	<none>
ENSFCAG00000023184	MIR150	microRNA 150 [Source:HGNC Symbol;Acc:HGNC:31537]	miRNA	E2:8470955-8471039	ENSG00000207782	MIR150
ENSFCAG00000023189			protein_coding	A1:221291574-221292212	<none>	<none>
ENSFCAG00000023194		beta-lactoglobulin-2-like [Source:NCBI gene;Acc:101090153]	protein_coding	D4:95254659-95258340	<none>	<none>
ENSFCAG00000023206			miRNA	C1:221682041-221682127	<none>	<none>
ENSFCAG00000023213	TEKT4	tektin-4 [Source:NCBI gene;Acc:101086027]	protein_coding	E3:43672287-43680508	ENSG00000163060	TEKT4
ENSFCAG00000023217	PRODH2	proline dehydrogenase 2 [Source:NCBI gene;Acc:101087368]	protein_coding	E2:17808674-17819461	ENSG00000250799	PRODH2
ENSFCAG00000023241			protein_coding	D3:33864223-33864810	<none>	<none>
ENSFCAG00000023255	CST8	cystatin 8 [Source:NCBI gene;Acc:101087829]	protein_coding	A3:48588901-48599415	ENSG00000125815	CST8
ENSFCAG00000023261	RF00001		rRNA	D2:76900266-76900374	<none>	<none>
ENSFCAG00000023274	RF00001		rRNA	C1:192637955-192638063	<none>	<none>
ENSFCAG00000023275	PGAM2	phosphoglycerate mutase 2 [Source:NCBI gene;Acc:101094834]	protein_coding	A2:62353318-62355827	ENSG00000164708	PGAM2
ENSFCAG00000023281	THEGL	theg spermatid protein like [Source:NCBI gene;Acc:101087476]	protein_coding	B1:162299610-162356065	ENSG00000249693	THEGL
ENSFCAG00000023286	SOWAHB	sosondowah ankyrin repeat domain family member B [Source:NCBI gene;Acc:101090861]	protein_coding	B1:145268315-145270663	ENSG00000186212	SOWAHB
ENSFCAG00000023289		olfactory receptor 1F12-like [Source:NCBI gene;Acc:101092110]	protein_coding	B2:2394540-2395520	<none>	<none>
ENSFCAG00000023303		complement C1q like 2 [Source:NCBI gene;Acc:101085648]	protein_coding	C1:121575202-121576754	ENSG00000144119	C1QL2
ENSFCAG00000023304	OR10D3	olfactory receptor family 10 subfamily D member 3 (putative) [Source:HGNC Symbol;Acc:HGNC:8168]	protein_coding	D1:21132022-21132948	ENSG00000197309	OR10D3
ENSFCAG00000023328			processed_pseudogene	B2:57810991-57811146	<none>	<none>
ENSFCAG00000023335	CARD8	caspase recruitment domain family member 8 [Source:NCBI gene;Acc:101093817]	protein_coding	E2:9428954-9448378	ENSG00000105483	CARD8
ENSFCAG00000023336			protein_coding	A3:72479332-72587052	<none>	<none>
ENSFCAG00000023354	OR5AS1	olfactory receptor 5AS1 [Source:NCBI gene;Acc:101101336]	protein_coding	D1:103132914-103133852	ENSG00000181785	OR5AS1
ENSFCAG00000023367			protein_coding	C2:102630723-102633256	<none>	<none>
ENSFCAG00000023373	ADAM2	ADAM metallopeptidase domain 2 [Source:NCBI gene;Acc:101097477]	protein_coding	B1:45098924-45234309	ENSG00000104755	ADAM2
ENSFCAG00000023387	RF00001		rRNA	D2:2067016-2067139	<none>	<none>
ENSFCAG00000023394	ZMAT1	zinc finger matrin-type 1 [Source:NCBI gene;Acc:101093421]	protein_coding	X:84075030-84103166	ENSG00000166432	ZMAT1
ENSFCAG00000023407	TAS2R38	taste 2 receptor member 38 [Source:NCBI gene;Acc:101084695]	protein_coding	A2:158053039-158054043	ENSG00000257138	TAS2R38
ENSFCAG00000023412	KLRF2	killer cell lectin like receptor F2 [Source:NCBI gene;Acc:101084974]	protein_coding	B4:46280596-46295903	ENSG00000256797	KLRF2
ENSFCAG00000023425			protein_coding	A3:75566372-75566782	<none>	<none>
ENSFCAG00000023431			protein_coding	D1:23331142-23333952	<none>	<none>
ENSFCAG00000023445	RF00001		rRNA	A1:66008114-66008224	<none>	<none>
ENSFCAG00000023451			protein_coding	X:109393522-109394166	<none>	<none>
ENSFCAG00000023457	C3orf84	chromosome A2 C3orf84 homolog [Source:NCBI gene;Acc:101087646]	protein_coding	A2:18285446-18295584	ENSG00000236980	C3orf84
ENSFCAG00000023458		interferon alpha-2-like [Source:NCBI gene;Acc:101088440]	protein_coding	D4:47654166-47654717	<none>	<none>
ENSFCAG00000023472		L-amino-acid oxidase-like [Source:NCBI gene;Acc:111561629]	protein_coding	C1:33877322-33881845	<none>	<none>
ENSFCAG00000023495	C9orf84	chromosome D4 C9orf84 homolog [Source:NCBI gene;Acc:105261110]	protein_coding	D4:73990570-74072457	ENSG00000165181	C9orf84
ENSFCAG00000023498		olfactory receptor 8S1-like [Source:NCBI gene;Acc:101101645]	protein_coding	B4:77585607-77586554	<none>	<none>
ENSFCAG00000023525	MIR367	microRNA 367 [Source:HGNC Symbol;Acc:HGNC:31781]	miRNA	B1:113023849-113023916	ENSG00000199169	MIR367
ENSFCAG00000023531	ERICH6	glutamate rich 6 [Source:NCBI gene;Acc:101097585]	protein_coding	C2:115925884-115955614	ENSG00000163645	ERICH6
ENSFCAG00000023534		probable G-protein coupled receptor 148 [Source:NCBI gene;Acc:101093204]	protein_coding	C1:213576808-213586919	<none>	<none>
ENSFCAG00000023548			protein_coding	X:34224790-34225542	<none>	<none>
ENSFCAG00000023562	CD226	CD226 molecule [Source:NCBI gene;Acc:101094795]	protein_coding	D3:88661297-88734913	ENSG00000150637	CD226
ENSFCAG00000023564			protein_coding	E2:6509582-6510592	<none>	<none>
ENSFCAG00000023580	MIR192	microRNA 192 [Source:HGNC Symbol;Acc:HGNC:31562]	miRNA	D1:110099404-110099513	ENSG00000283926	MIR192
ENSFCAG00000023587	RSPH6A	radial spoke head 6 homolog A [Source:NCBI gene;Acc:101081427]	protein_coding	E2:11032981-11049899	ENSG00000104941	RSPH6A
ENSFCAG00000023589			pseudogene	A2:5406325-5407269	<none>	<none>
ENSFCAG00000023592	SULT6B1	sulfotransferase family 6B member 1 [Source:NCBI gene;Acc:101080275]	protein_coding	A3:112789019-112807819	ENSG00000138068	SULT6B1
ENSFCAG00000023601			protein_coding	D2:89945036-89949880	<none>	<none>
ENSFCAG00000023607		deleted in azoospermia like [Source:NCBI gene;Acc:101098249]	protein_coding	C2:136041130-136103421	<none>	<none>
ENSFCAG00000023610			protein_coding	B4:80787169-80791112	<none>	<none>
ENSFCAG00000023618	PNOC	prepronociceptin [Source:NCBI gene;Acc:101094754]	protein_coding	B1:51850197-51873118	ENSG00000168081	PNOC
ENSFCAG00000023621	TSSK1B	testis specific serine kinase 1B [Source:NCBI gene;Acc:101099406]	protein_coding	D3:29138907-29140016	ENSG00000212122	TSSK1B
ENSFCAG00000023636			protein_coding	D3:20912559-20913386	<none>	<none>
ENSFCAG00000023640	AMELX	amelogenin X-linked [Source:NCBI gene;Acc:101085693]	protein_coding	X:8439198-8453188	ENSG00000125363	AMELX
ENSFCAG00000023641			protein_coding	C2:9481550-9489134	<none>	<none>
ENSFCAG00000023672			protein_coding	C2:127674893-127684738	<none>	<none>
ENSFCAG00000023703		olfactory receptor 6 [Source:NCBI gene;Acc:101100753]	protein_coding	D1:65698788-65699750	<none>	<none>
ENSFCAG00000023709		olfactory receptor 1440-like [Source:NCBI gene;Acc:101096165]	protein_coding	D1:105831438-105833455	<none>	<none>
ENSFCAG00000023716		cell cycle control protein 50C-like [Source:NCBI gene;Acc:101098325]	protein_coding	C2:48154753-48180474	<none>	<none>
ENSFCAG00000023720			protein_coding	B1:32421640-32426682	<none>	<none>
ENSFCAG00000023721	CD52	CD52 molecule [Source:HGNC Symbol;Acc:HGNC:1804]	protein_coding	C1:19821396-19822768	ENSG00000169442	CD52
ENSFCAG00000023724			processed_pseudogene	C1:137516639-137516878	<none>	<none>
ENSFCAG00000023727		olfactory receptor 2B2 [Source:NCBI gene;Acc:101081981]	pseudogene	B2:3004190-3005130	<none>	<none>
ENSFCAG00000023728	MROH5	maestro heat like repeat family member 5 [Source:NCBI gene;Acc:101085952]	protein_coding	F2:83162154-83224708	ENSG00000226807	MROH5
ENSFCAG00000023735	KDF1	keratinocyte differentiation factor 1 [Source:NCBI gene;Acc:101088257]	protein_coding	C1:20299675-20307946	ENSG00000175707	KDF1
ENSFCAG00000023739	ADRA1A	adrenoceptor alpha 1A [Source:NCBI gene;Acc:101098375]	protein_coding	B1:31386623-31496999	ENSG00000120907	ADRA1A
ENSFCAG00000023740			protein_coding	A2:160950026-160950497	<none>	<none>
ENSFCAG00000023746		olfactory receptor 143-like [Source:NCBI gene;Acc:101099242]	protein_coding	D1:21376945-21378418	<none>	<none>
ENSFCAG00000023747	OR10J4	olfactory receptor 10J4-like [Source:NCBI gene;Acc:101099681]	protein_coding	F1:67423576-67424511	ENSG00000249730	OR10J4
ENSFCAG00000023750	RF00001		rRNA	A1:279817-279946	<none>	<none>
ENSFCAG00000023765		olfactory receptor 6Y1 [Source:NCBI gene;Acc:101101187]	protein_coding	F1:68073410-68074387	<none>	<none>
ENSFCAG00000023770			protein_coding	D2:69770706-69774599	<none>	<none>
ENSFCAG00000023771			protein_coding	B2:138192092-138192975	<none>	<none>
ENSFCAG00000023782		PRAME family member 8-like [Source:NCBI gene;Acc:101081397]	protein_coding	C1:9476456-9482872	<none>	<none>
ENSFCAG00000023786			protein_coding	A2:77339693-77351806	<none>	<none>
ENSFCAG00000023787			protein_coding	B1:196101829-196105006	<none>	<none>
ENSFCAG00000023790			protein_coding	A2:85611721-85613347	<none>	<none>
ENSFCAG00000023805	GABRG3	gamma-aminobutyric acid type A receptor gamma3 subunit [Source:NCBI gene;Acc:101094182]	protein_coding	B3:26410509-27105232	ENSG00000182256	GABRG3
ENSFCAG00000023807		phospholipase A2 inhibitor and LY6/PLAUR domain containing [Source:NCBI gene;Acc:101080848]	protein_coding	E2:12786621-12791169	ENSG00000234465	PINLYP
ENSFCAG00000023810	RF00001		rRNA	D1:45935984-45936098	<none>	<none>
ENSFCAG00000023828	CABS1	calcium binding protein, spermatid associated 1 [Source:NCBI gene;Acc:101085797]	protein_coding	B1:150978303-150979493	ENSG00000145309	CABS1
ENSFCAG00000023829	PKHD1L1	PKHD1 like 1 [Source:NCBI gene;Acc:101091756]	protein_coding	F2:56539249-56692510	ENSG00000205038	PKHD1L1
ENSFCAG00000023831			miRNA	D1:117280188-117280296	<none>	<none>
ENSFCAG00000023832			protein_coding	B2:24441814-24444408	<none>	<none>
ENSFCAG00000023835		L-gulonolactone oxidase [Source:NCBI gene;Acc:101092602]	protein_coding	B1:51029615-51064670	<none>	<none>
ENSFCAG00000023837			protein_coding	X:118414803-118415583	<none>	<none>
ENSFCAG00000023841	RIBC2	RIB43A domain with coiled-coils 2 [Source:NCBI gene;Acc:101095113]	protein_coding	B4:140163484-140183838	ENSG00000128408	RIBC2
ENSFCAG00000023842	ASZ1	ankyrin repeat, SAM and basic leucine zipper domain containing 1 [Source:NCBI gene;Acc:445569]	protein_coding	A2:137288599-137343206	ENSG00000154438	ASZ1
ENSFCAG00000023847	MIR449B	microRNA 449b [Source:HGNC Symbol;Acc:HGNC:32794]	miRNA	A1:125857476-125857573	ENSG00000207728	MIR449B
ENSFCAG00000023852		putative olfactory receptor 10D3 [Source:NCBI gene;Acc:101095281]	protein_coding	D1:21023818-21024798	<none>	<none>
ENSFCAG00000023859	CYP19A1	aromatase [Source:NCBI gene;Acc:101094932]	protein_coding	B3:55104842-55144939	ENSG00000137869	CYP19A1
ENSFCAG00000023871		protein FAM170A-like [Source:NCBI gene;Acc:102901339]	lincRNA	A1:101466246-101481931	<none>	<none>
ENSFCAG00000023872			miRNA	D4:85776527-85776621	<none>	<none>
ENSFCAG00000023879		neutrophil gelatinase-associated lipocalin-like [Source:NCBI gene;Acc:101092062]	protein_coding	D4:88817245-88821180	<none>	<none>
ENSFCAG00000023892	EVX2	even-skipped homeobox 2 [Source:NCBI gene;Acc:101091644]	protein_coding	C1:166849207-166852921	ENSG00000174279	EVX2
ENSFCAG00000023898			protein_coding	B2:2907081-2909792	<none>	<none>
ENSFCAG00000023954			pseudogene	B3:95152341-95154795	<none>	<none>
ENSFCAG00000023977		olfactory receptor 5K1 [Source:NCBI gene;Acc:101083537]	pseudogene	C2:46600104-46601032	<none>	<none>
ENSFCAG00000023986	MOG	myelin oligodendrocyte glycoprotein [Source:NCBI gene;Acc:101099378]	protein_coding	B2:319487-328492	ENSG00000204655	MOG
